,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.46822000469674174,-0.5643767789215384,1.263870719668276e-30,346.5493404865265,0.049060479796974144,-1.5,-0.660533553146335,-11.503694649075708
X2,0.1530644248993115,-0.05443744318222083,0.6071190125568207,346.5493404865265,0.10587024459711113,0.1,-0.26193931126375314,-0.5141902088673012
X3,-0.35274954270741254,-0.49264420276142945,5.124458126915926e-12,346.5493404865265,0.0713761375484534,-0.5,-0.6325388628154464,-6.902085482378476
X4,-0.19508370164743005,-0.31966819237988797,4.929877445021196e-07,346.5493404865265,0.06356468319441476,-0.3,-0.4442526831123459,-5.029022034172213
X5,0.5837326633633464,0.4597700876514243,3.6110340397526957e-13,346.5493404865265,0.06324737378437668,0.4,0.3358075119395022,7.26939412881988
X6,-0.0680027726287781,-0.13050626072596236,4.269815246542999e-05,346.5493404865265,0.031890120480368135,-0.2,-0.19300974882314662,-4.092372771256956
X7,-0.15891896547812678,-0.20203977136152496,4.181342670174817e-20,346.5493404865265,0.02200081526160591,-0.25,-0.24516057724492313,-9.183285662786727
X8,0.5239853073452074,0.31092591558130844,0.004233041794647017,346.5493404865265,0.10870576794466578,0.35,0.09786652381740951,2.860252233713838
X9,0.03077460336049341,-0.12371876371098063,0.1165209556081407,346.5493404865265,0.07882459426370793,-0.1,-0.27821213078245466,-1.5695452018069274
X10,0.6355716739738928,0.5267847229103434,2.291891121071095e-21,346.5493404865265,0.05550456593261376,0.5,0.417997771846794,9.49083582691008
