,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.510742222388131,-0.6060519923331888,1.189025776363098e-35,1334.571995973587,0.0486283268187874,-1.5,-0.7013617622782466,-12.462941498925737
X2,0.17419825037169814,-0.031949151325263304,0.7613112911178982,1334.571995973587,0.10517917762620203,0.1,-0.23809655302222474,-0.3037592805565366
X3,-0.2714527088324379,-0.41038052349271986,7.057064060849738e-09,1334.571995973587,0.07088284002169529,-0.5,-0.5493083381530018,-5.789560962386858
X4,-0.1671012215289155,-0.2912922791794289,4.283513043775016e-06,1334.571995973587,0.06336394834319069,-0.3,-0.4154833368299423,-4.597129547573911
X5,0.42301348622674856,0.29679709558034334,4.049144882739314e-06,1334.571995973587,0.06439730048429727,0.4,0.17058070493393812,4.608843745751653
X6,-0.03808160615857036,-0.09964632480718182,0.0015122440269268835,1334.571995973587,0.03141114767853463,-0.2,-0.16121104345579326,-3.1723235911967937
X7,-0.1679216830103793,-0.21070783977879542,4.812064872580958e-22,1334.571995973587,0.021830072781140936,-0.25,-0.25349399654721155,-9.652182193401872
X8,0.5663886216885904,0.3494956264266941,0.0015872805703690427,1334.571995973587,0.11066172402242914,0.35,0.13260263116479776,3.1582340643442133
X9,0.02810815481511275,-0.12563879400345285,0.10923488015228884,1334.571995973587,0.0784437616295838,-0.1,-0.27938574282201845,-1.6016416269878393
X10,0.5566657130916601,0.44920368175398157,2.5505794753036767e-16,1334.571995973587,0.054828574064461656,0.5,0.34174165041630306,8.192875510967243
