,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.636775310082354,-0.733531773089294,6.0905369281801235e-50,1367.2054920196533,0.04936644908117697,-1.5,-0.8302882360962339,-14.858913021738559
X2,0.4138474111052757,0.2026743388622726,0.05996041554550962,1367.2054920196533,0.10774334234863656,0.1,-0.008498733380730511,1.881084570464296
X3,-0.2337850871153462,-0.37387493951760103,1.6878180042509693e-07,1367.2054920196533,0.07147572731042755,-0.5,-0.5139647919198559,-5.230795874154842
X4,-0.0934613376548995,-0.21849901424210946,0.0006148689264384374,1367.2054920196533,0.0637959047141733,-0.3,-0.3435366908293194,-3.4249692863681003
X5,0.5044801562813559,0.3791197748706946,3.0776886726849472e-09,1367.2054920196533,0.06396055305641393,0.4,0.2537593934600333,5.927399885618667
X6,-0.09000062654224489,-0.152229138524193,1.6296305949611038e-06,1367.2054920196533,0.031749823967148434,-0.2,-0.21445765050614113,-4.794645119346319
X7,-0.15310128250415944,-0.19456143132214443,3.660715743238283e-20,1367.2054920196533,0.021153525686178416,-0.25,-0.23602158014012942,-9.197588818457326
X8,0.41152822106129494,0.19195208065967004,0.08664114582427605,1367.2054920196533,0.11203070076880232,0.35,-0.027624059741954837,1.7133881993276237
X9,0.06274459469215048,-0.09404210691478344,0.23975297666578488,1367.2054920196533,0.07999468439570008,-0.1,-0.25082880852171735,-1.17560444953563
X10,0.4440351877448506,0.336170223815575,1.0063961056776368e-09,1367.2054920196533,0.05503415569330643,0.5,0.22830525988629935,6.108392498814367
