,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,0.07829910718577615,-0.1273495992397928,0.22485339765142698,109.94650053977966,0.10492473658983989,-1.5,-0.33299830566536176,-1.2137233161481615
X2,0.7087646646910335,0.2929757854732166,0.16726598283588678,109.94650053977966,0.21214107974320798,0.1,-0.12281309374460025,1.381042209400731
X3,-0.2208505398536389,-0.5135927277496414,0.0005847307516279351,109.94650053977966,0.14936100249596548,-0.5,-0.8063349156456439,-3.4385998966732596
X4,0.06003482907289659,-0.19983202215676849,0.13176704117822832,109.94650053977966,0.1325875634601784,-0.3,-0.45969887338643356,-1.507170182041896
X5,0.770971433819186,0.5147234396711323,8.25186001027286e-05,109.94650053977966,0.13074117389301726,0.4,0.25847544552307866,3.936965107046688
X6,-0.10762752098403575,-0.23678047219867437,0.00032655607163274437,109.94650053977966,0.06589557319146608,-0.2,-0.36593342341331303,-3.5932682687300614
X7,-0.09129185306421103,-0.1826226896712384,8.888340197274721e-05,109.94650053977966,0.04659822150153134,-0.25,-0.27395352627826575,-3.9190914113586275
X8,0.7133720522537383,0.2676859310185266,0.2391218789474533,109.94650053977966,0.22739505482509464,0.35,-0.17800019021668517,1.17718448725467
X9,0.02337121706954509,-0.3067326906287918,0.06857655506060407,109.94650053977966,0.16842345456260263,-0.1,-0.6368365983271287,-1.8211993776364441
X10,0.40239579559097216,0.17890234281760015,0.11666782862319099,109.94650053977966,0.11402936624007992,0.5,-0.04459110995577187,1.5689146464335797
