,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,1.9437969399444797,0.9477828856788294,0.06217378763140071,0.5081797697639601,-1.5,-0.04823116858682086,1.8650543411420268
X2,2.2761649450962436,0.26826324336953805,0.7934304696891408,1.02445846032208,0.1,-1.7396384583571676,0.2618585855449899
X3,-0.5157931763056707,-2.054095600190245,0.008866986007507632,0.7848625912948269,-0.5,-3.592398024074819,-2.617140405177804
X4,1.2215889918951441,-0.008815557594690396,0.9887959318603317,0.6277689536592685,-0.3,-1.239220107084525,-0.014042678509831466
X5,0.1538807157147528,-1.0834274882888821,0.0861238855445583,0.6312912910663844,0.4,-2.320735692292517,-1.7162085135987608
X6,0.1979547713675488,-0.507055889688702,0.15864598382885353,0.35970592370893073,-0.2,-1.2120665507449528,-1.4096400872703028
X7,0.44769020067709925,0.03325716153654166,0.8750226396689893,0.2114493118958091,-0.25,-0.3811758776040159,0.1572819567884383
X8,0.4941140825847026,-1.7521476491689778,0.1263072564235103,1.1460729542755277,0.35,-3.9984093809226584,-1.5288273251998787
X9,1.3139906852231984,-0.15693499990584098,0.8343614767431888,0.7504860727692138,-0.1,-1.6278606850348802,-0.2091111422318172
X10,2.271377209518419,1.0344667470905786,0.1011759980384857,0.6310883579636363,0.5,-0.2024437153372618,1.6391789422776601
