,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.24144503121627842,-0.4552424179421954,3.0010752113646583e-05,229.91670775413513,0.10908230290245993,-1.5,-0.6690398046681123,-4.173384736378986
X2,0.1701575899566986,-0.2758600629294754,0.22542451115939488,229.91670775413513,0.22756420673347777,0.1,-0.7218777158156494,-1.2122295807818386
X3,-0.025964809288491375,-0.3264882323149675,0.03322926702121162,229.91670775413513,0.15333109333971243,-0.5,-0.6270116553414435,-2.1293021865540154
X4,-0.03824485215881501,-0.3123822418574538,0.02552269784893672,229.91670775413513,0.13986858416717796,-0.3,-0.5865196315560925,-2.2333981838557744
X5,0.8881937348667193,0.6034384482902033,3.2749582691979283e-05,229.91670775413513,0.14528597799577747,0.4,0.3186831617136873,4.15345277372701
X6,0.08561826666321679,-0.05869545376899074,0.4253587132880817,229.91670775413513,0.0736308016025843,-0.2,-0.20300917420119827,-0.7971589673272095
X7,-0.08037109655868986,-0.17424933261319203,0.0002748384617405545,229.91670775413513,0.047897938969543405,-0.25,-0.2681275686676942,-3.6379296554699563
X8,0.7420016772931324,0.2524456404470785,0.31216973769035583,229.91670775413513,0.2497780759473408,0.35,-0.23711039639897535,1.0106797383622255
X9,0.8378853174243834,0.49640847657306336,0.004382652361175887,229.91670775413513,0.1742260780561888,-0.1,0.1549316357217433,2.849220289588158
X10,0.6683892866789126,0.43182875068139165,0.00034648429987327116,229.91670775413513,0.12069636789120665,0.5,0.1952682146838707,3.577810651855188
