,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.1111304558490962,-0.3182072760986461,0.002597001784413851,73.58249688148499,0.10565337947510764,-1.5,-0.525284096348196,-3.0118040490471674
X2,0.5856218945594533,0.1563537279286829,0.4752989087531069,73.58249688148499,0.2190183935168046,0.1,-0.27291443870208754,0.7138840049828343
X3,0.028070559823999808,-0.27769849737615704,0.07507053586241512,73.58249688148499,0.1560074864641171,-0.5,-0.5834675545763139,-1.7800331488580823
X4,0.0007347947972805025,-0.2640181855166727,0.050639241537013914,73.58249688148499,0.13508053225158892,-0.3,-0.528771165830626,-1.9545243205359604
X5,0.6399007697913341,0.3677199228506953,0.008098454912310319,73.58249688148499,0.13887032973087202,0.4,0.0955390759100565,2.647937277626757
X6,0.03252667898326833,-0.0993799001418359,0.13976708931329956,73.58249688148499,0.06730051119566698,-0.2,-0.23128647926694013,-1.4766589194679742
X7,-0.12890706114093115,-0.21851262618375308,1.7566260138623802e-06,73.58249688148499,0.045717964739567636,-0.25,-0.308118191226575,-4.779579043566575
X8,0.9098780418911696,0.44744134459690477,0.05790603618895384,73.58249688148499,0.23594142407425076,0.35,-0.014995352697360076,1.8964085952795429
X9,0.35944606682404157,0.03053310201984519,0.8556265775858602,73.58249688148499,0.16781581947637628,-0.1,-0.29837986278435114,0.18194412252143718
X10,0.7792310548369679,0.5463376507002164,4.269330452491876e-06,73.58249688148499,0.11882534788228323,0.5,0.31344424656346503,4.597820754890253
