,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.1311825346303504,0.40684571080576454,0.3224380425949219,0.7471208680133671,-0.666220412103359,0.9285854813640599,24.14393401145935
X2,0.1,-74.0679002696438,8873682041426017.0,-8.346918440830336e-15,0.9999999999999933,-1.7392097348641576e+16,1.7392097348641428e+16,24.14393401145935
X3,-0.5,-1.4447816243752025,0.9479992456016613,-1.5240324621337131,0.12750060222703186,-3.3028260177816167,0.41326276903121184,24.14393401145935
X4,-0.3,-1.1554061521532546,0.7227068315091244,-1.5987203964027663,0.10988274351031777,-2.571885524465204,0.26107322015869494,24.14393401145935
X5,0.4,0.9320859871863642,0.724210941531941,1.287036599053171,0.19808153186860755,-0.48734138662234516,2.3515133609950736,24.14393401145935
X6,-0.2,-0.48893711746673846,0.34887961321441335,-1.4014493795206342,0.1610797348225339,-1.172728599700913,0.19485436476743606,24.14393401145935
X7,-0.25,-0.31300803383251635,0.24989139243602013,-1.252576292369318,0.21035994722394502,-0.8027861669169881,0.17677009925195541,24.14393401145935
X8,0.35,2.339927379498235,1.2651262653139144,1.8495603511303524,0.06437694184683583,-0.13967455597148604,4.819529314967956,24.14393401145935
X9,-0.1,1.3088646582652625,0.8559123560675439,1.5292040697704032,0.1262138620054403,-0.3686927467823051,2.98642206331283,24.14393401145935
X10,0.5,0.11886185101462553,0.6002880225837863,0.1980080337152407,0.84303877818302,-1.0576810628807827,1.2954047649100338,24.14393401145935
