,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.05984866847546811,0.10022167264633669,0.5971629378673686,0.5503986009382474,-0.13658220193113654,0.2562795388820728,180.98042583465576
X2,0.1,-0.03744724585943522,0.22371390119072937,-0.16738899844900215,0.8670639810172235,-0.4759184384928219,0.4010239467739515,180.98042583465576
X3,-0.5,-0.1573698817192657,0.14632028734884805,-1.0755164890024707,0.2821435539083409,-0.44415237739266333,0.12941261395413195,180.98042583465576
X4,-0.3,-0.2889598749497874,0.13193628483499154,-2.1901471252671714,0.028513568465862178,-0.5475502435201167,-0.030369506379458067,180.98042583465576
X5,0.4,0.3372604707375911,0.1354866058804683,2.4892532257774307,0.01280117525530626,0.07171160072968491,0.6028093407454973,180.98042583465576
X6,-0.2,-0.1934781005733155,0.06513116393723453,-2.9705917855201553,0.0029722657215932894,-0.32113283716839347,-0.06582336397823754,180.98042583465576
X7,-0.25,-0.25803828201883305,0.04525661203307254,-5.701670328973462,1.1863910690967854e-08,-0.34673961236562206,-0.16933695167204404,180.98042583465576
X8,0.35,0.032166592358711485,0.2278552748354571,0.14117115516390918,0.8877347326826275,-0.4144215435288903,0.4787547282463133,180.98042583465576
X9,-0.1,0.05139329922154939,0.16111571348776696,0.31898377947754636,0.749738812889387,-0.2643876990487883,0.36717429749188707,180.98042583465576
X10,0.5,0.3900015406976263,0.11596879634014207,3.362986881003171,0.0007710402786845329,0.1627068747476161,0.6172962066476365,180.98042583465576
