,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.8018946468564531,0.21371028559828434,-3.7522510655560635,0.00017525382107911968,-1.220759113058809,-0.3830301806540973,429.4063529968262
X2,0.1,0.10030691420488302,0.40090380802504877,0.25020194918830946,0.8024311779528981,-0.6854501169871237,0.8860639453968897,429.4063529968262
X3,-0.5,-0.15166672332893547,0.2902554808861329,-0.5225283700618018,0.6013024988421528,-0.7205570166684441,0.4172235700105731,429.4063529968262
X4,-0.3,-0.3438648210894232,0.2700327588927902,-1.2734189085034167,0.20286943117435707,-0.8731193073399719,0.18538966516112554,429.4063529968262
X5,0.4,0.14818709624633472,0.2914063429337885,0.5085239214576907,0.6110859674095951,-0.42295884527554506,0.7193330377682146,429.4063529968262
X6,-0.2,-0.3873750357349014,0.14815535824454618,-2.6146542408239983,0.00893178221864487,-0.6777542043013152,-0.09699586716848768,429.4063529968262
X7,-0.25,-0.22125408696413415,0.08576132947436914,-2.5798817289820435,0.009883415791450231,-0.3893432053260366,-0.053164968602231716,429.4063529968262
X8,0.35,0.17615182695383744,0.46869009294818825,0.3758385969837649,0.7070368916615715,-0.7424638823812654,1.0947675362889402,429.4063529968262
X9,-0.1,-0.10321195703353274,0.32130453537186204,-0.3212278249171936,0.7480377473653134,-0.7329572793991089,0.5265333653320435,429.4063529968262
X10,0.5,0.3205370073443114,0.23438979424448922,1.3675382427699179,0.17145665881987648,-0.1388585513422947,0.7799325660309175,429.4063529968262
