,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.27277837734512145,0.38233724516422035,-0.7134496594177178,0.4755675532466159,-1.0221456137261673,0.4765888590359245
X2,0.1,-480.4528214085924,1.468722181975165e+104,-3.2712301026356834e-102,1.0,-2.8786426026727724e+104,2.8786426026727724e+104
X3,-0.5,-0.5366990887074654,0.8280678213378081,-0.6481342166398716,0.5168981449206547,-2.159682208088001,1.0862840306730703
X4,-0.3,-1.0253736149496342,0.6924973775207319,-1.4806895278371457,0.13868932582985571,-2.382643544984678,0.33189631508540973
X5,0.4,0.7824882595065362,0.6657151105761944,1.1754100922078687,0.2398306877838322,-0.5222893914788239,2.0872659104918965
X6,-0.2,-0.014491139864304475,0.2946180600279266,-0.049186189953633094,0.9607709167664632,-0.5919319312688797,0.5629496515402707
X7,-0.25,0.016289462689419366,0.2286184630003478,0.07125173739530645,0.9431974055272975,-0.4317944945265943,0.46437341990543307
X8,0.35,0.02658351803536706,1.1008900844004064,0.024147295367680257,0.9807351180585239,-2.131121415346391,2.184288451417125
X9,-0.1,1.2573613626156885,0.8320742227294675,1.5111168310095513,0.13075868720588038,-0.37347415926204963,2.8881968844934267
X10,0.5,0.40959943264023024,0.5761352404396507,0.7109432020295505,0.47711943308872407,-0.7196048977528292,1.5388037630332896
