,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.45049939766987457,-0.6646153727809777,1.1742367086754153e-09,0.10924485098251964,-1.5,-0.8787313478920808,-6.083722635928383
X2,0.4542885753285961,-0.05553930298833308,0.8309266137716563,0.26012104218084064,0.1,-0.5653671813052623,-0.21351330335560165
X3,-0.07067432424290587,-0.39041403340256053,0.01670264954193244,0.1631355010396388,-0.5,-0.7101537425622152,-2.3931886739214256
X4,-0.023234089713018824,-0.3077360022826097,0.03400384255722672,0.14515670316882906,-0.3,-0.5922379148522006,-2.120026120493297
X5,0.7847330785406414,0.4839088699121573,0.0016170261819059165,0.15348455820029558,0.4,0.18308466128367318,3.152817948504382
X6,-0.12223837573139815,-0.2709816395353699,0.00035605877203620333,0.07589081422106313,-0.2,-0.41972490333934165,-3.570677720573991
X7,-0.08574753903400405,-0.18482293620815216,0.0002559128294254408,0.0505496004896764,-0.25,-0.28389833338230025,-3.656268979730078
X8,0.9410798416544703,0.457496720639595,0.06370544207567157,0.2467306139372332,0.35,-0.026086400375280316,1.854235732400761
X9,0.10758819047819834,-0.2526529356057754,0.1692527277115381,0.18379986881594446,-0.1,-0.6128940616897491,-1.3746089006123274
X10,0.8106709459309969,0.563659011388864,7.732432015007093e-06,0.1260288120302888,0.5,0.31664707684673105,4.472461513430742
