,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.527459277246997,0.45617533893193596,-1.1562643401152755,0.24757304966620053,-1.42154651924139,0.3666279647473959
X2,0.1,-0.4736766362517375,1.3149678522067596,-0.36021917604815995,0.7186832355337673,-3.0509662877343073,2.103613015230832
X3,-0.5,-1.7401160292892845,1.1916304167183946,-1.460281648467276,0.14421268353029507,-4.075668747362336,0.595436688783767
X4,-0.3,-0.7312118851369956,0.7115653746128081,-1.0276102677633492,0.30413319235671676,-2.1258544030246136,0.6634306327506222
X5,0.4,0.1551577847082359,0.5632407274151844,0.27547330502942075,0.7829526322233599,-0.9487737643593386,1.2590893337758104
X6,-0.2,-0.013364485873453125,0.3133642941821877,-0.0426484003492852,0.9659818126652505,-0.6275472213559505,0.6008182496090442
X7,-0.25,-0.2698494113602176,0.21131435105797328,-1.2770046615820498,0.20160060151159176,-0.6840179321172072,0.14431910939677195
X8,0.35,-1.6915168891201549,1.2249395432816894,-1.380898264242883,0.1673102437341426,-4.092354296128708,0.7093205178883983
X9,-0.1,0.10621460796280699,0.807626105813526,0.1315145798262879,0.8953682537142745,-1.4767034848918947,1.6891327008175088
X10,0.5,1.2266529032318314,0.6232661530397478,1.9681044723017451,0.04905601838466064,0.0050736808554352475,2.448232125608228
