,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.6308401505749109,0.10419816445754779,6.054234773319127,1.4108671975684766e-09,0.42661549937203774,0.8350648017777842
X2,0.1,-0.034820527487227595,0.22704634343509175,-0.1533630842074412,0.8781119549849282,-0.4798231869516438,0.4101821319771886
X3,-0.5,-0.15351887218005175,0.14769262406605874,-1.039448470435376,0.2985962114824797,-0.44299109841506046,0.13595335405495698
X4,-0.3,-0.28533632792019953,0.13406318871682793,-2.128371931559043,0.03330625843446218,-0.5480953515303885,-0.022577304310010593
X5,0.4,0.33186198644874887,0.13819562564544147,2.4013928436503713,0.016332791864231394,0.06100353522620683,0.6027204376712909
X6,-0.2,-0.189415897036403,0.06623185088503743,-2.8598913438971145,0.004237861804935845,-0.31922794042444447,-0.05960385364836149
X7,-0.25,-0.25362351996210825,0.045902811414134354,-5.525228458752152,3.290571430617605e-08,-0.3435913778326007,-0.1636556620916158
X8,0.35,0.030721072852901925,0.23181154793705985,0.13252606751602872,0.8945682059679676,-0.42362121588800966,0.4850633615938135
X9,-0.1,0.051493283676293224,0.16396101702458607,0.314058088994238,0.7534769203293401,-0.2698644070952826,0.3728509744478691
X10,0.5,0.38541054095224897,0.11805293215111823,3.2647265419794,0.001095698036044238,0.15403104384161467,0.6167900380628832
