,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.004920737696438873,0.10463699655669283,-0.04702674826654446,0.9624919090739134,-0.21000548401568075,0.20016400862280304
X2,0.1,-0.2651258660922476,0.22992261510307171,-1.1531091274922853,0.24886559570291256,-0.7157659144801245,0.18551418229562927
X3,-0.5,-0.4868219397019297,0.1481436481820122,-3.2861479089796055,0.001015676620398162,-0.777178156967339,-0.19646572243652033
X4,-0.3,-0.164992405325293,0.13452611843379236,-1.226471165943101,0.22002141953865217,-0.42865875451526236,0.0986739438646764
X5,0.4,0.2605417353499688,0.1310293362857525,1.9884229191375278,0.04676493609218588,0.0037289532860001473,0.5173545174139373
X6,-0.2,-0.22950903696954136,0.06922779559201257,-3.315272933463475,0.0009155368695455442,-0.3651930241292447,-0.09382504980983802
X7,-0.25,-0.320486143185757,0.047573141798803203,-6.736703338643475,1.6202050188208922e-11,-0.41372778847830655,-0.2272444978932075
X8,0.35,0.5234893937960843,0.2265078998741619,2.3111308439436886,0.020825628773577323,0.07954206432712241,0.9674367232650462
X9,-0.1,-0.10688873288987837,0.1646014271723287,-0.6493791379947861,0.516093345052971,-0.42950160449626446,0.2157241387165077
X10,0.5,0.5567676088035297,0.11743525747225077,4.7410600597106916,2.1260289164412346e-06,0.32659873182718724,0.7869364857798722
