,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.5432045360510619,-0.36983508644982055,0.42725282133044695,0.46584509843082955,-1.5,-1.282874708950703,-0.7939014228025307
X2,1.1974568965737729,-1.6094917214237312,0.26108322204590617,1.4321429465018256,0.1,-4.416440339421236,-1.1238345483285035
X3,1.678136298513241,0.037050652080383606,0.9647051732563006,0.8373039741713917,-0.5,-1.604034994352474,0.04424994174552853
X4,0.9597648179452105,-0.327045903772022,0.618392869753261,0.65654814155629,-0.3,-1.6138566254892543,-0.49812935727270236
X5,1.1159806067469746,0.052835932310883287,0.9224040883269395,0.5424307152764496,0.4,-1.010308742125208,0.09740586368519982
X6,0.3485407581909722,-0.24191722242540634,0.42196368448416066,0.30125960508273547,-0.2,-0.8323752030417849,-0.8030191182085902
X7,-0.05017373164052713,-0.5040350338697143,0.02950779093476325,0.23156614214811452,-0.25,-0.9578963360989015,-2.176635276617093
X8,0.23757211932627076,-2.0013792260358123,0.07977469294263097,1.1423430967926365,0.35,-4.240330571397895,-1.7519948530831908
X9,1.3910394208843648,-0.08959910237891167,0.9055883664739928,0.7554416934511433,-0.1,-1.5702376256421884,-0.11860492100930925
X10,2.4420864683766093,1.253565495102753,0.03871272194337524,0.6063993896183073,0.5,0.06504452182889708,2.0672275014851165
