,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.9088740900535764,0.11759495101519057,-7.728853000977659,1.0851989632905218e-14,-1.1393559606251134,-0.6783922194820394
X2,0.1,-0.4459464222883392,0.27130340575475825,-1.6437184820726047,0.10023436646794863,-0.9776913306450583,0.08579848606837986
X3,-0.5,-0.2625023213968392,0.16722296626370295,-1.5697743393864039,0.11646761940362753,-0.5902533152469115,0.06524867245323307
X4,-0.3,-0.36858990723145607,0.15322125443816784,-2.405605596841004,0.016145685058724456,-0.6688980499651053,-0.06828176449780687
X5,0.4,0.36537633419416865,0.15303872432656832,2.3874763449706657,0.01696449445536863,0.06542594390817053,0.6653267244801668
X6,-0.2,-0.23126625596711856,0.07738061885161761,-2.988684497478454,0.002801812848787439,-0.38292948321401044,-0.0796030287202267
X7,-0.25,-0.1909723013949627,0.051406319650551945,-3.7149576684957695,0.00020323771489024324,-0.2917268372825371,-0.09021776550738832
X8,0.35,0.7805191356334574,0.26464047926593726,2.949356567817857,0.0031843634603732343,0.26183332332947395,1.299204947937441
X9,-0.1,-0.4036057667532528,0.18624764702585414,-2.1670382053053583,0.030231941081482302,-0.768644450008634,-0.038567083497871635
X10,0.5,0.5474699407062567,0.13573158068508626,4.033475024330951,5.495802436645402e-05,0.28144092890039224,0.813498952512121
