,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.26855984087165585,-0.4890542936348393,1.3789980421963676e-05,0.11249923608963402,-1.5,-0.7095487463980228,-4.347178795464746
X2,0.7001217686184804,0.26158415272061747,0.24236224566246067,0.22374779123385072,0.1,-0.17695346317724553,1.1691027262352813
X3,-0.23558055410151157,-0.5594284932017323,0.0007099077042387148,0.1652315752229228,-0.5,-0.883276432301953,-3.3857238996056123
X4,-0.13543908448008396,-0.4156678317834003,0.003646259886477863,0.1429764767635101,-0.3,-0.6958965790867166,-2.907246291086992
X5,0.6524886663855985,0.3689768680660718,0.010747654372714322,0.14465153355853821,0.4,0.085465069746545,2.5507981767559524
X6,-0.0903826296081845,-0.2364395994087736,0.0015096385353099164,0.07452023088209227,-0.2,-0.3824965692093627,-3.172824300328244
X7,-0.15797898236070895,-0.25573130738730027,2.9362918234387665e-07,0.049874551280835414,-0.25,-0.3534836324138916,-5.127490891042192
X8,0.45945950738791463,-0.0318658065696804,0.8988477421535671,0.25068078493155743,0.35,-0.5231911205272755,-0.12711706873895665
X9,0.18669658832029845,-0.1664029445958457,0.35566356139350297,0.18015613190657795,-0.1,-0.5195024775119899,-0.9236596214340119
X10,0.642557847349936,0.39205298362861396,0.0021589764189104423,0.12781095148753854,0.5,0.14154811990729194,3.067444370499337
