,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.19092856029926067,0.10540543759967996,-1.8113729675350294,0.0700831375522121,-0.3975194233988798,0.015662302800358463
X2,0.1,-0.23857469146426916,0.21428812605314523,-1.1133360296645678,0.265564137842049,-0.6585717041558959,0.1814223212273576
X3,-0.5,-0.10441968436020492,0.14255905788520615,-0.7324661505850265,0.4638840958020589,-0.38383030568912513,0.17499093696871526
X4,-0.3,-0.14248001829142085,0.13122183640440024,-1.0857950337802396,0.277569684061571,-0.3996700936579348,0.1147100570750931
X5,0.4,0.21830838445068348,0.13190415947710366,1.655053072746945,0.09791373273922134,-0.040219019574698506,0.47683578847606545
X6,-0.2,-0.05679781301174073,0.06623641977676031,-0.857501253889764,0.39116792213699314,-0.18661881126307897,0.07302318523959753
X7,-0.25,-0.23952951519616078,0.04361625597377385,-5.491748657660763,3.979734971069356e-08,-0.32501580671954244,-0.1540432236727791
X8,0.35,0.34173480393397865,0.22885355941170055,1.493246619420973,0.13537264295138876,-0.10680993378481562,0.7902795416527729
X9,-0.1,0.10135279390792473,0.16173541349709383,0.6266580195174504,0.5308834276468967,-0.21564279407149328,0.41834838188734275
X10,0.5,0.2794704583162985,0.11252940742548095,2.483532657908725,0.01300864056426567,0.058916870821023176,0.5000240458115739
