,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.3854137059642919,0.5051678960964594,-0.7629418039872807,0.4454981036167375,-1.3755245962690927,0.604697184340509
X2,0.1,-402.16068222272077,5.231446367970901e+86,-7.687370832757005e-85,1.0,-1.0253446549153719e+87,1.0253446549153719e+87
X3,-0.5,-0.9964232018502562,0.7492708457730366,-1.3298571637632957,0.18356533737284197,-2.46496708581496,0.4721206821144478
X4,-0.3,0.14412519615715708,0.7069668184852804,0.20386415937590127,0.8384596535415092,-1.2415043172685272,1.5297547095828412
X5,0.4,-1.6899778276893398,0.7679609471725904,-2.20060386392218,0.02776407982236268,-3.1951536375535188,-0.1848020178251606
X6,-0.2,-0.22624928610381567,0.33215547665893036,-0.6811547663750759,0.49577356638256753,-0.8772620627581594,0.4247634905505281
X7,-0.25,-0.2660653050090937,0.2490947317148842,-1.068128993244362,0.2854623291112123,-0.7542820117599249,0.2221514017417376
X8,0.35,0.2518394622370196,1.4051992713201678,0.17921975009310917,0.8577651564588245,-2.502300522376742,3.0059794468507812
X9,-0.1,0.49370320326052464,0.8075490530707837,0.6113600175533241,0.5409612658868859,-1.089063868992301,2.0764702755133504
X10,0.5,1.1888613016735403,0.6780915173725872,1.7532460902623315,0.07955977471745249,-0.14017366108210516,2.5178962644291856
