,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.010905843506632774,0.10047003207379074,0.10854822359987823,0.9135608295640743,-0.18601180243684243,0.20782348945010795
X2,0.1,-0.16486831147384542,0.22510765894464427,-0.7323976103113747,0.4639259169409392,-0.6060712191296261,0.27633459618193534
X3,-0.5,-0.343693407651211,0.14762422907062006,-2.328163945816753,0.019903399849263478,-0.6330315821573798,-0.0543552331450422
X4,-0.3,-0.16840189426104862,0.13219600554829564,-1.2738803533630656,0.20270582215915878,-0.4275013060795083,0.09069751755741107
X5,0.4,0.24370278540921522,0.13529953808926998,1.8012092934746111,0.07166989811986257,-0.021479438462382733,0.5088850092808131
X6,-0.2,-0.24994867568961313,0.06573907472275436,-3.802132548164661,0.00014345593870504028,-0.37879489553952167,-0.12110245583970458
X7,-0.25,-0.23011505408150046,0.04500292765314088,-5.113335200214248,3.165199025115933e-07,-0.31831917217626104,-0.14191093598673984
X8,0.35,0.48575317032421544,0.2289761052175303,2.121414240419294,0.03388695792188865,0.03696824723764386,0.934538093410787
X9,-0.1,-0.1506881334728622,0.16176548869231167,-0.9315221354752662,0.35158353981677815,-0.46774266775220014,0.16636640080647574
X10,0.5,0.39606526395380276,0.11630373431326556,3.40543892500473,0.0006605778755347113,0.16811413163423755,0.624016396273368
