,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.450896305625596,0.10486017328919892,4.299976735514707,1.708160403470576e-05,0.24537414094500454,0.6564184703061875
X2,0.1,-0.5119023512706188,0.22464448091945396,-2.2787221354178775,0.022683588058021825,-0.9521974466714355,-0.0716072558698021
X3,-0.5,-0.38615876002707533,0.14385859413763005,-2.6842939925968956,0.007268316110446644,-0.6681164256274412,-0.10420109442670938
X4,-0.3,-0.1474884169908638,0.13270127151725897,-1.1114318295863626,0.2663825180026871,-0.40757813191891673,0.11260129793718915
X5,0.4,0.3938847950753773,0.12996002507820428,3.0308150128345592,0.0024389462367409697,0.13916782448299975,0.648601765667755
X6,-0.2,-0.09792035576331284,0.06748340330864722,-1.4510287116886633,0.14677186540709725,-0.23018539684574227,0.03434468531911658
X7,-0.25,-0.2744537055613182,0.04631425798087693,-5.925900954186497,3.105897573356801e-09,-0.36522798389054967,-0.18367942723208674
X8,0.35,0.2805231619222668,0.2228664348448066,1.2587052963700414,0.20813679767786453,-0.15628702718189974,0.7173333510264333
X9,-0.1,-0.07060543627852754,0.1625291683650536,-0.43441701565802665,0.663985643663942,-0.3891567552239715,0.24794588266691636
X10,0.5,0.5090559901825068,0.1157630646703445,4.397395591004199,1.0955755719268947e-05,0.2821645508989597,0.735947429466054
