,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.252008922428617,0.10584479971006142,-2.38092870995023,0.01726905361934211,-0.45946091944754786,-0.04455692540968617
X2,0.1,0.31996676131348406,0.213045222876684,1.5018724991486383,0.1331300401902213,-0.09759420589679302,0.7375277285237611
X3,-0.5,-0.5356495438987673,0.1524727547398096,-3.5130836641132244,0.00044293797988488885,-0.8344906541696235,-0.2368084336279111
X4,-0.3,-0.20447642426535395,0.13423142043878444,-1.5233126759513387,0.12768049731314554,-0.4675651759942357,0.05861232746352779
X5,0.4,0.5332546862689161,0.1324500502001063,4.026081420605518,5.6714057985649817e-05,0.273657356078515,0.7928520164593174
X6,-0.2,-0.23917570569290067,0.0668074038020872,-3.580077836903285,0.0003434918736677774,-0.3701158120784547,-0.10823559930734664
X7,-0.25,-0.1843367144006942,0.04720563842131839,-3.9049723839228174,9.423614583101538e-05,-0.2768580663034951,-0.09181536249789334
X8,0.35,0.2938993675800263,0.230377917190695,1.2757271667524954,0.2020519817077906,-0.157633056508717,0.7454317916687696
X9,-0.1,-0.32526060409499963,0.17059883892857783,-1.9065815813152855,0.05657479208702498,-0.6596281868368108,0.009106978646811481
X10,0.5,0.183969637024514,0.11546823923237017,1.5932488297001783,0.11110438095605996,-0.04234395501431917,0.41028322906334713
