,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.42097361834135083,0.10599946465164259,-3.9714692873670785,7.143071076408355e-05,-0.6287287530778428,-0.21321848360485882
X2,0.1,0.024456035650495714,0.2359104545583564,0.10366660390816256,0.9174339300398555,-0.43791996250751875,0.48683203380851015
X3,-0.5,-0.4352419131725266,0.1592137950215666,-2.733694734891346,0.006262807752652468,-0.7472952197181764,-0.1231886066268768
X4,-0.3,-0.3437921558532258,0.139330878081618,-2.467451297133413,0.01360787314358266,-0.6168756609815862,-0.07070865072486543
X5,0.4,0.21248844451803625,0.1384309272270209,1.5349781206735986,0.12478920248226734,-0.05883118933354456,0.48380807836961703
X6,-0.2,-0.369686064976849,0.07116281432485644,-5.194933175200767,2.0479338951982474e-07,-0.5091626191922519,-0.2302095107614461
X7,-0.25,-0.1637144585197457,0.049209416755125183,-3.3268928858559326,0.0008782012372732879,-0.26016314382078787,-0.06726577321870351
X8,0.35,0.017724062975610043,0.2387068193773794,0.07425034199626067,0.9408111892467148,-0.450132709558556,0.48558083550977604
X9,-0.1,-0.2914145102413241,0.17755441345261805,-1.641268750095534,0.10074163998165211,-0.6394147686495713,0.05658574816692302
X10,0.5,0.38078844718021126,0.11906764703167642,3.1980849262848654,0.0013834353164809657,0.1474201454334186,0.6141567489270039
