,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.6533133515065331,-1.0794630458785055,6.880458373081722e-07,0.2174273070178699,-1.5,-1.505612740250478,-4.964707794452822
X2,1.5883583657402136,0.7299337527182509,0.09559549465004809,0.43797978586441516,0.1,-0.1284908603037117,1.6665923320584834
X3,0.12965296002900117,-0.5116965707355721,0.11787756211159939,0.3272251586072873,-0.5,-1.1530461015001454,-1.56374458771269
X4,0.6866683794469246,0.14770732149024401,0.5911664400051606,0.2749851823587987,-0.3,-0.3912537364664366,0.5371464753963235
X5,0.9833320090803248,0.434536491291608,0.12068610253429134,0.2800028560671098,0.4,-0.11425902649710884,1.5519002105730675
X6,0.27505554382043146,0.012474438657117063,0.9258145877899758,0.13397241233171345,-0.2,-0.25010666650619734,0.09311199552211213
X7,-0.04506202376027221,-0.23494648820660421,0.01530464916330931,0.09688160825725983,-0.25,-0.42483095265293624,-2.42508864616209
X8,0.43093871033670006,-0.4919030576421769,0.2961518811556959,0.4708462849209868,0.35,-1.414744825621054,-1.0447211189628982
X9,0.4631617876326179,-0.21704617151204736,0.531707959383656,0.3470512515253674,-0.1,-0.8972541306567126,-0.6254009186196021
X10,0.8491038443180582,0.3852181198758835,0.10361282022330576,0.23668073721873192,0.5,-0.07866760456629118,1.6275854317619376
