,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.9477828856788295,0.5081797697639601,1.865054341142027,0.062173787631400676,-0.04823116858682075,1.9437969399444799
X2,0.1,0.26826324336953794,1.02445846032208,0.2618585855449898,0.7934304696891409,-1.7396384583571676,2.2761649450962436
X3,-0.5,-2.054095600190245,0.7848625912948269,-2.617140405177804,0.008866986007507632,-3.592398024074819,-0.5157931763056707
X4,-0.3,-0.008815557594690457,0.6277689536592685,-0.014042678509831562,0.9887959318603315,-1.239220107084525,1.2215889918951441
X5,0.4,-1.0834274882888821,0.6312912910663844,-1.7162085135987608,0.0861238855445583,-2.320735692292517,0.1538807157147528
X6,-0.2,-0.5070558896887019,0.3597059237089306,-1.4096400872703028,0.15864598382885353,-1.2120665507449524,0.1979547713675487
X7,-0.25,0.03325716153654169,0.2114493118958091,0.15728195678843845,0.8750226396689892,-0.3811758776040159,0.44769020067709925
X8,0.35,-1.7521476491689778,1.146072954275528,-1.5288273251998783,0.12630725642351043,-3.9984093809226584,0.494114082584703
X9,-0.1,-0.156934999905841,0.7504860727692138,-0.20911114223181726,0.8343614767431888,-1.6278606850348802,1.3139906852231984
X10,0.5,1.0344667470905786,0.6310883579636362,1.6391789422776604,0.10117599803848562,-0.20244371533726158,2.271377209518419
