,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.6725474966622262,0.1128502388436132,-5.959646196178958,2.5278462591236505e-09,-0.8937299021871097,-0.45136509113734274
X2,0.1,-0.16025927231345494,0.26056064548855185,-0.6150555545829587,0.538518032596236,-0.670948757287779,0.35043021266086916
X3,-0.5,-0.19976946182602565,0.15763973838385256,-1.2672531930977153,0.20506477121719502,-0.5087376740277949,0.10919875037574359
X4,-0.3,-0.09007882169947132,0.14085393944875765,-0.6395193634768148,0.5224851210310648,-0.3661474722772162,0.18598982887827356
X5,0.4,0.2840307799715157,0.14060457591962142,2.0200678257718008,0.043376352642994706,0.00845087293379082,0.5596106870092405
X6,-0.2,-0.2560059002450907,0.07072284621693056,-3.6198472479435453,0.0002947769812233625,-0.3946201328078108,-0.11739166768237058
X7,-0.25,-0.2979328976409398,0.04836113904482786,-6.160584790295653,7.247679550093511e-10,-0.3927189891677968,-0.20314680611408278
X8,0.35,0.2782325452606436,0.2513210769396244,1.1070800294536547,0.26825932899101723,-0.21434771798225039,0.7708128085035376
X9,-0.1,-0.08346230098369188,0.17331808579695784,-0.48155563569671533,0.6301216481771956,-0.4231595096946406,0.2562349077272568
X10,0.5,0.46364402278816924,0.12284772274541088,3.7741360802350665,0.00016056310444702087,0.22286690872518275,0.7044211368511557
