,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.34482041558787513,0.5144342306640705,0.6702905736711084,0.502672574982173,-0.6634521568813991,1.3530929880571494
X2,0.1,-0.680207592901773,0.8364865679760695,-0.8131721643152944,0.4161193563349289,-2.319691152618422,0.959275966814876
X3,-0.5,-0.690238817571376,0.6567362243886089,-1.0510137737779828,0.2932522638424303,-1.9774181748689714,0.5969405397262196
X4,-0.3,-0.5800062063456766,0.6193773245473763,-0.936434356503976,0.34904959570955485,-1.7939634648748504,0.6339510521834972
X5,0.4,0.08710602722448983,0.5958676405146738,0.14618351677774113,0.8837765174780847,-1.0807730969492122,1.254985151398192
X6,-0.2,-0.43127308993299013,0.3071263961145017,-1.4042202018096956,0.16025328794397442,-1.0332297697671533,0.1706835899011731
X7,-0.25,-0.41001359838361956,0.2064036003878333,-1.986465340784764,0.046981677611330624,-0.8145572246141589,-0.005469972153080205
X8,0.35,0.978212223336531,1.0733456784494226,0.9113673655906237,0.3621018425544126,-1.1255066659799131,3.0819311126529754
X9,-0.1,0.40795520020098625,0.7061722748724292,0.5776992593976927,0.5634671792634953,-0.9761170363470795,1.792027436749052
X10,0.5,0.021198889712094913,0.5229531007715571,0.04053688501094724,0.9676651012105278,-1.0037703614885292,1.046168140912719
