,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.19679214675948128,-0.1857140782762172,0.3412999028023901,0.19515982183126754,-1.5,-0.5682203033119156,-0.9515999580937463
X2,0.24309049088285406,-0.5552300374366032,0.1728351400884982,0.4073138732749465,0.1,-1.3535505657560605,-1.3631503218202679
X3,-0.0042534343697533394,-0.5902854090939494,0.04836020328188994,0.2990013973339286,-0.5,-1.1763173838181455,-1.9741894665285162
X4,-0.013618355040808716,-0.5124192894978646,0.04406465107652568,0.25449494707915854,-0.3,-1.0112202239549206,-2.0134752983464184
X5,0.9364933881865873,0.4451992389394434,0.07572081615888043,0.25066488427702954,0.4,-0.04609491030770052,1.7760734225836698
X6,0.16932241095737144,-0.0780408911785532,0.5363440116273402,0.12620808450355447,-0.2,-0.32540419331447784,-0.6183509676541782
X7,0.07840130821665978,-0.08694399584516974,0.3027221046381807,0.0843613985062121,-0.25,-0.2522892999069992,-1.0306134960383269
X8,0.8947042743339028,0.02253420429627255,0.9596128114739209,0.4449929029500696,0.35,-0.8496358657413577,0.05063946895980271
X9,0.5206475802688717,-0.10171832012558621,0.7487160197561518,0.3175394550075705,-0.1,-0.7240842205200442,-0.32033285477283796
X10,0.7631028885819073,0.34277736075071696,0.10996299963456879,0.21445573889683198,0.5,-0.0775481670804734,1.5983594680840718
