,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,-0.22953003168850908,0.10708440190140138,-2.1434497238902286,0.032077004028552375,-0.43941160437678733,-0.019648459000230822
X2,0.1,-0.13022927715649188,0.24102389520716172,-0.5403168720867236,0.5889785247308017,-0.6026274349023014,0.3421688805893176
X3,-0.5,-0.1733359602752692,0.14850837145589646,-1.1671797258025012,0.24313779663743318,-0.4644070220274539,0.11773510147691546
X4,-0.3,-0.2565499197929097,0.13387536865833838,-1.9163339930562393,0.055322596675651474,-0.5189408228499812,0.005840983264161825
X5,0.4,0.24683879528894798,0.13319200744227608,1.8532553118543929,0.0638457731044808,-0.014212744385645237,0.5078903349635412
X6,-0.2,-0.17069112696633837,0.06646449603446479,-2.5681549872555633,0.010224143195853231,-0.30095914647203215,-0.04042310746064462
X7,-0.25,-0.27659719289369283,0.045899186266172134,-6.02618946858206,1.6787037905531894e-09,-0.36655794560468463,-0.18663644018270104
X8,0.35,0.17035571129745458,0.2382342426780587,0.7150765120179102,0.47456176662483873,-0.2965748279188041,0.6372862505137132
X9,-0.1,-0.14165176970657495,0.16456840526793512,-0.8607470521206704,0.38937737240578985,-0.46419991956913814,0.18089638015598825
X10,0.5,0.35953460822667693,0.11668603170621111,3.081213774857845,0.0020615857774786465,0.13083418677964456,0.5882350296737093
