,Truth,Coef,Std.Err,z,P-value,[0.025,0.975]
X1,-1.5,0.05599642534160273,0.4642567303214963,0.12061521499715337,0.9039958170058522,-0.8539300528462384,0.9659229035294439
X2,0.1,-1.421515328930106,1.0623270829456508,-1.338114552241752,0.18085909769112885,-3.503638167728596,0.6606075098683839
X3,-0.5,-1.1063870424087063,0.7248902356629477,-1.5262821707025216,0.12693960695993967,-2.5271458082596,0.31437172344218745
X4,-0.3,0.3174641580850516,0.6060512916141357,0.5238239114044765,0.6004010206322081,-0.8703745556321564,1.5053028718022596
X5,0.4,0.654883360462439,0.6045584624970323,1.0832424010037802,0.27870084395303674,-0.5300294619270943,1.8397961828519724
X6,-0.2,-0.07324718364650432,0.3150887157861713,-0.23246527081665488,0.816176658287666,-0.6908097233936318,0.5443153561006232
X7,-0.25,-0.6368851100986553,0.2557617612317321,-2.4901498450411736,0.012768924764220237,-1.138168954689446,-0.13560126550786478
X8,0.35,0.5881845288908681,1.0733762722812947,0.5479760863734887,0.5837083230241684,-1.5155943232346676,2.6919633810164036
X9,-0.1,0.5818652001370253,0.7905674758710601,0.736009534791343,0.4617248951982127,-0.9676185921411213,2.131348992415172
X10,0.5,-0.22832944993198517,0.5148526467468648,-0.44348504640056136,0.6574149329627768,-1.2374221028605574,0.780763202996587
